Fcenter,dF,Q,nkids,min(Fres),max(Fres),KIDdistance,kidheight,linewidth,gapwidth,widelinewidth,widegapwidth,Rlineratio,R,ncurves,cd,ed,vpn
5.2,0.01,20600,5,5180,5220,1000,700,27,18,27,18,0.976657,30.7647,7,80,40,5
