850.3475	3.6267889	0.0	
851.92413	3.6254284	0.0	
853.5007	3.6240795	0.0	
855.07715	3.6227412	0.0	
856.65344	3.6214142	0.0	
858.2295	3.6200979	0.0	
859.80554	3.618792	0.0	
861.38135	3.617497	0.0	
862.95715	3.6162121	0.0	
864.5327	3.6149375	0.0	
866.1081	3.613673	0.0	
867.6834	3.6124187	0.0	
869.2585	3.6111739	0.0	
870.8335	3.609939	0.0	
872.4084	3.6087136	0.0	
873.9831	3.607498	0.0	
875.5576	3.6062915	0.0	
877.13214	3.6050944	0.0	
878.70636	3.6039064	0.0	
880.28046	3.6027274	0.0	
881.8545	3.6015575	0.0	
883.42834	3.6003964	0.0	
885.00195	3.599244	0.0	
886.5755	3.5981002	0.0	
888.1489	3.596965	0.0	
889.72217	3.5958383	0.0	
891.2952	3.59472	0.0	
892.86816	3.5936098	0.0	
894.4409	3.5925078	0.0	
896.01355	3.5914137	0.0	
897.58606	3.590328	0.0	
899.1584	3.5892498	0.0	
900.7306	3.5881796	0.0	
902.3026	3.5871172	0.0	
903.8745	3.5860622	0.0	
905.44617	3.585015	0.0	
907.01776	3.583975	0.0	
908.5892	3.5829427	0.0	
910.16046	3.5819175	0.0	
911.73157	3.5808997	0.0	
913.3024	3.5798888	0.0	
914.8732	3.5788853	0.0	
916.444	3.5778885	0.0	
918.01434	3.576899	0.0	
919.58466	3.575916	0.0	
921.1549	3.57494	0.0	
922.7249	3.5739708	0.0	
924.29474	3.573008	0.0	
925.86444	3.572052	0.0	
927.43396	3.5711026	0.0	
929.0033	3.5701594	0.0	
930.5726	3.5692227	0.0	
932.1416	3.5682924	0.0	
933.71045	3.5673685	0.0	
935.2792	3.5664506	0.0	
936.8478	3.565539	0.0	
938.41614	3.5646331	0.0	
939.9844	3.5637336	0.0	
941.5524	3.56284	0.0	
943.1203	3.561952	0.0	
944.6881	3.5610702	0.0	
946.2557	3.5601943	0.0	
947.82306	3.5593238	0.0	
949.3903	3.558459	0.0	
950.9574	3.5576	0.0	
952.5243	3.5567467	0.0	
954.0911	3.5558987	0.0	
955.6577	3.555056	0.0	
957.2241	3.554219	0.0	
958.79034	3.5533874	0.0	
960.35645	3.552561	0.0	
961.92236	3.55174	0.0	
963.4881	3.550924	0.0	
965.0536	3.5501134	0.0	
966.619	3.5493078	0.0	
968.18427	3.5485072	0.0	
969.7493	3.5477118	0.0	
971.3143	3.5469213	0.0	
972.879	3.5461357	0.0	
974.4435	3.545355	0.0	
976.00793	3.5445793	0.0	
977.5721	3.5438082	0.0	
979.1361	3.543042	0.0	
980.7	3.5422804	0.0	
982.2637	3.5415237	0.0	
983.82715	3.5407715	0.0	
985.39044	3.540024	0.0	
986.9536	3.539281	0.0	
988.5166	3.5385425	0.0	
990.0794	3.5378084	0.0	
991.64197	3.5370789	0.0	
993.20447	3.5363536	0.0	
994.7667	3.5356328	0.0	
1013.07715	3.5274918	0.0	
1016.4883	3.5260353	0.0	
1019.8997	3.5245965	0.0	
1023.31134	3.5231755	0.0	
1026.7234	3.5217717	0.0	
1030.1355	3.5203848	0.0	
1033.5481	3.5190146	0.0	
1036.9608	3.5176609	0.0	
1040.3739	3.5163233	0.0	
1043.7872	3.5150015	0.0	
1047.2008	3.5136955	0.0	
1050.6146	3.5124047	0.0	
1054.0288	3.511129	0.0	
1057.4431	3.5098681	0.0	
1060.8578	3.508622	0.0	
1064.2727	3.50739	0.0	
1067.6877	3.5061722	0.0	
1071.1033	3.5049684	0.0	
1074.5188	3.5037782	0.0	
1077.9348	3.5026014	0.0	
1081.3508	3.501438	0.0	
1084.7673	3.5002875	0.0	
1088.1838	3.49915	0.0	
1091.6008	3.498025	0.0	
1095.018	3.4969125	0.0	
1098.4353	3.4958122	0.0	
1101.8528	3.494724	0.0	
1105.2708	3.4936476	0.0	
1108.6887	3.492583	0.0	
1112.107	3.49153	0.0	
1115.5255	3.490488	0.0	
1118.9442	3.4894574	0.0	
1122.3632	3.488438	0.0	
1125.7823	3.4874291	0.0	
1129.2018	3.486431	0.0	
1132.6213	3.4854434	0.0	
1136.0413	3.484466	0.0	
1139.4612	3.4834993	0.0	
1142.8815	3.4825423	0.0	
1146.302	3.4815953	0.0	
1149.7227	3.480658	0.0	
1153.1434	3.4797306	0.0	
1156.5646	3.4788127	0.0	
1159.9858	3.4779038	0.0	
1163.4073	3.4770045	0.0	
1166.829	3.4761143	0.0	
1170.2509	3.4752328	0.0	
1173.673	3.4743605	0.0	
1177.0952	3.4734967	0.0	
1180.5177	3.4726415	0.0	
1183.9402	3.4717948	0.0	
1187.363	3.4709568	0.0	
1190.786	3.4701266	0.0	
1194.2092	3.4693048	0.0	
1197.6326	3.468491	0.0	
1201.0562	3.4676852	0.0	
1204.4799	3.4668872	0.0	
1207.9038	3.4660969	0.0	
1211.3279	3.4653144	0.0	
1214.7521	3.464539	0.0	
1218.1765	3.4637713	0.0	
1221.6011	3.463011	0.0	
1225.0258	3.4622579	0.0	
1228.4507	3.4615116	0.0	
1231.8757	3.4607728	0.0	
1235.3009	3.4600406	0.0	
1238.7263	3.4593155	0.0	
1242.1517	3.458597	0.0	
1245.5774	3.4578853	0.0	
1249.0033	3.45718	0.0	
1252.4293	3.4564815	0.0	
1255.8553	3.4557893	0.0	
1259.2816	3.4551034	0.0	
1262.708	3.454424	0.0	
1266.1345	3.4537504	0.0	
1269.5613	3.4530833	0.0	
1272.988	3.452422	0.0	
1276.415	3.4517667	0.0	
1279.842	3.4511173	0.0	
1283.2693	3.4504738	0.0	
1286.6967	3.449836	0.0	
1290.1241	3.4492037	0.0	
1293.5518	3.4485772	0.0	
1296.9795	3.4479563	0.0	
1300.4073	3.4473407	0.0	
1303.8352	3.4467306	0.0	
1307.2633	3.446126	0.0	
1310.6915	3.4455264	0.0	
1314.1199	3.4449322	0.0	
1317.5482	3.444343	0.0	
1320.9768	3.4437592	0.0	
1324.4054	3.44318	0.0	
1327.8341	3.4426062	0.0	
1331.263	3.442037	0.0	
1334.6918	3.4414728	0.0	
1338.1208	3.4409134	0.0	
