Fcenter,dF,Q,nkids,min(Fres),max(Fres),KIDdistance,kidheight,linewidth,gapwidth,widelinewidth,widegapwidth,Rlineratio,R,ncurves,cd,ed,vpn
5.2,0.01,50000,5,5180,5220,1000,700,30,6,9,6,2.9972,31.4706,7,80,40,5
