Lres,Lcoupler,F0[GHz],Q,KIDlengthwritten,KIDlengthcalculated,Hyblengthwrite,Larm,CouplerD,Xpos,Ypos,indices
6169.4949,131.98596,5.18,50000,6169.4949,6169.4949,1822.8616,636.45043,80,-2000,0,-2
6157.6076,131.70261,5.19,50000,6157.6076,6157.6076,1819.2354,634.99994,80,-1000,0,-1
6145.766,131.4203,5.2,50000,6145.766,6145.766,1815.6231,633.55504,80,0,0,0
6133.9699,131.13903,5.21,50000,6133.9699,6133.9699,1812.0247,632.11568,80,1000,0,1
6122.219,130.85878,5.22,50000,6122.219,6122.219,1808.4402,630.68185,80,2000,0,2
