Fcenter,dF,Q,nkids,min(Fres),max(Fres),KIDdistance,kidheight,linewidth,gapwidth,widelinewidth,widegapwidth,Rlineratio,R,ncurves,cd,ed,vpn
5.2,0.01,90000,5,5180,5220,1000,700,30,6,3,2,9.05882,31.7059,7,80,40,5
