3.991989e+002;5.122597e+001
4.011274e+002;5.133214e+001
4.030559e+002;5.161708e+001
4.049844e+002;5.172070e+001
4.069129e+002;5.120819e+001
4.088414e+002;5.119456e+001
4.107699e+002;5.142782e+001
4.126984e+002;5.121152e+001
4.146269e+002;5.103706e+001
4.165554e+002;5.119143e+001
4.184839e+002;5.110363e+001
4.204124e+002;5.078462e+001
4.223409e+002;5.066042e+001
4.242694e+002;5.048004e+001
4.261979e+002;5.025456e+001
4.281264e+002;5.014895e+001
4.300549e+002;4.995638e+001
4.319834e+002;4.956185e+001
4.339119e+002;4.932236e+001
4.358404e+002;4.911168e+001
4.377689e+002;4.899392e+001
4.396974e+002;4.876765e+001
4.416259e+002;4.836172e+001
4.435544e+002;4.817167e+001
4.454829e+002;4.785802e+001
4.474114e+002;4.746732e+001
4.493399e+002;4.720329e+001
4.512684e+002;4.690938e+001
4.531969e+002;4.671234e+001
4.551254e+002;4.658385e+001
4.570539e+002;4.650985e+001
4.589824e+002;4.646430e+001
4.609109e+002;4.642008e+001
4.628394e+002;4.655717e+001
4.647679e+002;4.686501e+001
4.666964e+002;4.710927e+001
4.686248e+002;4.736565e+001
4.705533e+002;4.776649e+001
4.724818e+002;4.829501e+001
4.744103e+002;4.875875e+001
4.763388e+002;4.916694e+001
4.782673e+002;4.955333e+001
4.801958e+002;4.980841e+001
4.821243e+002;4.984910e+001
4.840528e+002;4.991378e+001
4.859813e+002;4.995486e+001
4.879098e+002;5.001765e+001
4.898383e+002;5.014808e+001
4.917668e+002;5.017534e+001
4.936953e+002;5.009270e+001
4.956238e+002;5.010725e+001
4.975523e+002;5.008303e+001
4.994808e+002;4.998420e+001
5.014093e+002;4.985231e+001
5.033378e+002;4.972404e+001
5.052663e+002;4.956076e+001
5.071948e+002;4.931566e+001
5.091233e+002;4.898260e+001
5.110518e+002;4.854503e+001
5.129803e+002;4.815599e+001
5.149088e+002;4.818643e+001
5.168373e+002;4.864313e+001
5.187657e+002;4.909044e+001
5.206943e+002;4.925085e+001
5.226227e+002;4.926490e+001
5.245513e+002;4.925898e+001
5.264797e+002;4.928477e+001
5.284083e+002;4.928204e+001
5.303367e+002;4.924724e+001
5.322653e+002;4.915033e+001
5.341937e+002;4.906009e+001
5.361223e+002;4.898761e+001
5.380507e+002;4.890008e+001
5.399792e+002;4.876200e+001
5.419077e+002;4.861128e+001
5.438362e+002;4.844450e+001
5.457647e+002;4.827255e+001
5.476932e+002;4.809248e+001
5.496217e+002;4.792212e+001
5.515502e+002;4.777905e+001
5.534787e+002;4.760585e+001
5.554072e+002;4.740411e+001
5.573357e+002;4.721110e+001
5.592642e+002;4.697969e+001
5.611927e+002;4.677854e+001
5.631212e+002;4.657175e+001
5.650497e+002;4.639365e+001
5.669782e+002;4.627645e+001
5.689067e+002;4.637833e+001
5.708352e+002;4.673173e+001
5.727637e+002;4.693791e+001
5.746922e+002;4.696752e+001
5.766207e+002;4.692813e+001
5.785492e+002;4.677930e+001
5.804777e+002;4.654171e+001
5.824062e+002;4.625838e+001
5.843347e+002;4.588001e+001
5.862632e+002;4.538195e+001
5.881917e+002;4.478488e+001
5.901202e+002;4.405230e+001
5.920486e+002;4.314992e+001
5.939772e+002;4.209341e+001
5.959056e+002;4.088067e+001
5.978342e+002;3.946140e+001
5.997626e+002;3.768105e+001
6.016912e+002;3.567936e+001
6.036196e+002;3.409219e+001
6.055482e+002;3.293496e+001
6.074766e+002;3.185827e+001
6.094052e+002;3.099305e+001
6.113336e+002;3.091428e+001
6.132621e+002;3.143331e+001
6.151906e+002;3.177486e+001
6.171191e+002;3.183826e+001
6.190476e+002;3.190403e+001
6.209761e+002;3.217075e+001
6.229046e+002;3.335946e+001
6.248331e+002;3.602341e+001
6.267616e+002;3.953367e+001
6.286901e+002;4.302810e+001
6.306186e+002;4.544330e+001
6.325471e+002;4.653328e+001
6.344756e+002;4.687725e+001
6.364041e+002;4.700945e+001
6.383326e+002;4.707093e+001
6.402611e+002;4.712807e+001
6.421896e+002;4.722496e+001
6.441181e+002;4.733148e+001
6.460466e+002;4.743144e+001
6.479751e+002;4.752217e+001
6.499036e+002;4.760140e+001
6.518321e+002;4.768323e+001
6.537606e+002;4.776262e+001
6.556891e+002;4.784163e+001
6.576176e+002;4.793362e+001
6.595461e+002;4.804438e+001
6.614745e+002;4.815596e+001
6.634031e+002;4.827054e+001
6.653315e+002;4.839288e+001
6.672601e+002;4.850947e+001
6.691885e+002;4.863399e+001
6.711171e+002;4.874885e+001
6.730455e+002;4.886279e+001
6.749741e+002;4.898994e+001
6.769025e+002;4.911899e+001
6.788311e+002;4.922969e+001
6.807595e+002;4.931821e+001
6.826880e+002;4.939364e+001
6.846165e+002;4.947392e+001
6.865450e+002;4.956109e+001
6.884735e+002;4.966475e+001
6.904020e+002;4.981343e+001
6.923305e+002;4.997480e+001
6.942590e+002;5.013616e+001
6.961875e+002;5.033966e+001
6.981160e+002;5.055687e+001
7.000445e+002;5.071052e+001
7.019730e+002;5.078675e+001
7.039015e+002;5.078773e+001
7.058300e+002;5.071722e+001
7.077585e+002;5.057769e+001
7.096870e+002;5.032932e+001
7.116155e+002;4.994689e+001
7.135440e+002;4.943004e+001
7.154725e+002;4.888286e+001
7.174010e+002;4.843630e+001
7.193295e+002;4.809646e+001
7.212580e+002;4.778554e+001
7.231865e+002;4.749507e+001
7.251150e+002;4.721740e+001
7.270435e+002;4.694871e+001
7.289720e+002;4.670120e+001
7.309005e+002;4.645779e+001
7.328290e+002;4.620631e+001
7.347574e+002;4.597727e+001
7.366860e+002;4.578190e+001
7.386144e+002;4.567748e+001
7.405430e+002;4.580422e+001
7.424714e+002;4.615174e+001
7.444000e+002;4.651999e+001
7.463284e+002;4.680027e+001
7.482570e+002;4.699547e+001
7.501854e+002;4.715368e+001
7.521140e+002;4.729449e+001
7.540424e+002;4.741718e+001
7.559709e+002;4.752355e+001
7.578994e+002;4.761832e+001
7.598279e+002;4.767961e+001
7.617564e+002;4.772591e+001
7.636849e+002;4.777315e+001
7.656134e+002;4.780803e+001
7.675419e+002;4.783766e+001
7.694704e+002;4.785492e+001
7.713989e+002;4.784924e+001
7.733274e+002;4.782005e+001
7.752559e+002;4.776754e+001
7.771844e+002;4.772243e+001
7.791129e+002;4.769105e+001
7.810414e+002;4.766595e+001
7.829699e+002;4.763760e+001
7.848984e+002;4.760827e+001
7.868269e+002;4.757584e+001
7.887554e+002;4.754409e+001
7.906839e+002;4.753213e+001
7.926124e+002;4.756581e+001
7.945409e+002;4.766489e+001
7.964694e+002;4.786475e+001
7.983979e+002;4.815306e+001
8.003264e+002;4.828945e+001
8.022549e+002;4.816886e+001
8.041833e+002;4.795613e+001
8.061119e+002;4.773841e+001
8.080403e+002;4.757087e+001
8.099689e+002;4.744819e+001
8.118973e+002;4.734399e+001
8.138259e+002;4.722944e+001
8.157543e+002;4.714212e+001
8.176829e+002;4.713609e+001
8.196113e+002;4.721395e+001
8.215399e+002;4.734680e+001
8.234683e+002;4.752739e+001
8.253969e+002;4.774254e+001
8.273253e+002;4.799271e+001
8.292538e+002;4.828642e+001
8.311823e+002;4.857842e+001
8.331108e+002;4.882515e+001
8.350393e+002;4.899908e+001
8.369678e+002;4.909692e+001
8.388963e+002;4.912685e+001
8.408248e+002;4.910439e+001
8.427533e+002;4.904026e+001
8.446818e+002;4.896624e+001
8.466103e+002;4.892458e+001
8.485388e+002;4.889225e+001
8.504673e+002;4.884149e+001
8.523958e+002;4.876567e+001
8.543243e+002;4.866917e+001
8.562528e+002;4.855154e+001
8.581813e+002;4.841230e+001
8.601098e+002;4.824142e+001
8.620383e+002;4.805921e+001
8.639668e+002;4.790059e+001
8.658953e+002;4.778356e+001
8.678238e+002;4.768948e+001
8.697523e+002;4.760145e+001
8.716808e+002;4.751907e+001
8.736093e+002;4.744929e+001
8.755378e+002;4.737191e+001
8.774662e+002;4.729413e+001
8.793948e+002;4.722385e+001
8.813232e+002;4.716525e+001
8.832518e+002;4.712761e+001
8.851802e+002;4.710375e+001
8.871088e+002;4.709221e+001
8.890372e+002;4.709122e+001
8.909658e+002;4.709001e+001
8.928942e+002;4.709623e+001
8.948227e+002;4.711288e+001
8.967512e+002;4.714688e+001
8.986797e+002;4.719778e+001
9.006082e+002;4.726468e+001
9.025367e+002;4.732724e+001
9.044652e+002;4.738544e+001
9.063937e+002;4.746332e+001
9.083222e+002;4.756516e+001
9.102507e+002;4.769598e+001
9.121792e+002;4.786896e+001
9.141077e+002;4.803909e+001
9.160362e+002;4.818921e+001
9.179647e+002;4.831764e+001
9.198932e+002;4.841876e+001
9.218217e+002;4.850313e+001
9.237502e+002;4.859624e+001
9.256786e+002;4.868203e+001
9.276072e+002;4.875261e+001
9.295356e+002;4.881370e+001
9.314642e+002;4.886291e+001
9.333926e+002;4.890572e+001
9.353212e+002;4.894569e+001
9.372496e+002;4.898104e+001
9.391782e+002;4.901156e+001
9.411066e+002;4.901970e+001
9.430352e+002;4.899415e+001
9.449636e+002;4.894668e+001
9.468922e+002;4.889418e+001
9.488206e+002;4.883510e+001
