TERM 46.19000 0.000000 46.19000 0.000000 53.79000 0.000000
Frequency (GHz),DB[S11],ANG[S11],DB[S12],ANG[S12],DB[S13],ANG[S13],DB[S21],ANG[S21],DB[S22],ANG[S22],DB[S23],ANG[S23],DB[S31],ANG[S31],DB[S32],ANG[S32],DB[S33],ANG[S33]
tandelta = 0.0
t_aSi = 0.25
W = 7.999950086
Lcoupler = 100.0
W_1 = 7.999977814
2.000000000000000,-84.30258658528,5.7849595014249,-9.708529379e-6,-11.32722608865,-56.51353059877,77.759020219032,-9.708540756e-6,-11.32722608865,-84.02288016187,152.48739207308,-56.51401130667,87.783834495937,-56.51353059863,77.759020218904,-56.51401130652,87.783834496064,-1.938376704e-5,-3.131511673081
3.000000000000000,-77.57018287510,-7.090821849559,-2.188172741e-5,-16.99088606721,-52.99214557329,71.638504694116,-2.188173821e-5,-16.99088606721,-77.27525481225,153.99534114045,-52.99320921511,86.676531301378,-52.99214557326,71.638504694189,-52.99320921507,86.676531301307,-4.360625109e-5,-4.697273564926
4.000000000000000,-72.73551976588,-17.49459334989,-3.899166344e-5,-22.65449226481,-50.49398709524,65.518048180006,-3.899167429e-5,-22.65449226481,-72.43578793781,153.09723575321,-50.49583953885,85.570049658211,-50.49398709521,65.518048179895,-50.49583953881,85.570049658322,-7.750448956e-5,-6.263042727640
5.000000000000000,-68.97837988538,-26.67105942259,-6.110160402e-5,-28.31804870407,-48.55657939875,59.397657778946,-6.110161020e-5,-28.31804870407,-68.67829219684,151.01001336656,-48.55939972869,84.464633594912,-48.55657939876,59.397657778918,-48.55939972869,84.464633594940,-1.210657862e-4,-7.828821596999
6.000000000000000,-65.92040051466,-35.17729080150,-8.828696335e-5,-33.98155372491,-46.97392359402,53.277340054083,-8.828698424e-5,-33.98155372491,-65.62235576938,148.27516713260,-46.97785744510,83.360493962180,-46.97392359398,53.277340054189,-46.97785744504,83.360493962075,-1.742745674e-4,-9.394612627298
7.000000000000000,-63.35442557676,-43.31896558990,-1.206312912e-4,-39.64498026853,-45.63613348246,47.157123034351,-1.206312847e-4,-39.64498026853,-63.05993495524,145.18901243706,-45.64128942137,82.257782813788,-45.63613348243,47.157123034449,-45.64128942134,82.257782813689,-2.371128518e-4,-10.96041827750
8.000000000000000,-61.15491457848,-51.21695074018,-1.582214470e-4,-45.30832667510,-44.47761701782,41.037013753618,-1.582214467e-4,-45.30832667510,-60.86520118589,141.86872426613,-44.48406059669,81.156622873627,-44.47761701782,41.037013753649,-44.48406059669,81.156622873595,-3.095608452e-4,-12.52624101791
TERM 46.19000 0.000000 46.19000 0.000000 53.79000 0.000000
Frequency (GHz),DB[S11],ANG[S11],DB[S12],ANG[S12],DB[S13],ANG[S13],DB[S21],ANG[S21],DB[S22],ANG[S22],DB[S23],ANG[S23],DB[S31],ANG[S31],DB[S32],ANG[S32],DB[S33],ANG[S33]
tandelta = 0.0
t_aSi = 0.25
W = 7.999950086
Lcoupler = 200.0
W_1 = 7.999977814
2.000000000000000,-74.53256017932,54.925463202144,-3.369015291e-5,-11.33344024497,-51.12259072786,77.121855381712,-3.369015225e-5,-11.33344024497,-74.44201347304,104.67583039658,-51.12300801190,87.246086394839,-51.12259072775,77.121855381684,-51.12300801179,87.246086394867,-6.707145444e-5,-4.309067968398
