1100.37	56.9484
1098.79	61.6941
1097.21	50.6114
1095.63	80.6468
1094.05	42.6874
1092.47	50.583
1090.89	56.8953
1089.31	50.5642
1087.72	52.1346
1086.14	63.1816
1084.56	60.0113
1082.97	58.4212
1081.39	41.045
1079.81	58.3993
1078.22	61.5446
1076.64	58.3775
1075.05	64.6765
1073.47	69.396
1071.88	56.7679
1070.3	58.3339
1068.71	69.3571
1067.12	50.4321
1065.54	69.3312
1063.95	69.3182
1062.36	72.4555
1060.78	58.2685
1059.19	59.8322
1057.6	59.821
1056.01	58.2359
1054.42	59.7986
1052.83	61.3608
1051.25	55.0571
1049.66	64.4834
1048.07	75.4786
1046.48	61.3149
1044.89	66.0191
1043.29	48.7192
1041.7	64.4231
1040.11	53.414
1038.52	61.2575
1036.93	69.0981
1035.34	53.384
1033.74	58.0835
1032.15	75.3375
1030.56	59.631
1028.96	62.7577
1027.37	70.5892
1025.78	70.576
1024.18	58.0183
1022.59	64.2785
1020.99	64.2665
1019.4	57.9857
1017.8	73.6437
1016.21	65.7969
1014.61	75.1824
1013.01	62.6403
1011.42	61.0628
1009.82	67.3131
1008.22	59.4748
1006.63	75.112
1005.03	81.3561
1003.43	70.3911
1001.83	50.0465
1000.23	65.6737
998.633	76.605
997.033	75.0276
995.434	73.4507
993.834	84.3743
992.233	74.9853
990.633	93.7141
989.032	70.2724
987.431	68.6979
985.829	93.6614
984.227	78.0365
982.625	82.7032
981.023	96.7289
979.42	85.7918
977.817	81.0971
976.214	79.5226
974.61	77.9487
973.006	88.8448
971.402	70.1275
969.797	62.3238
968.192	74.7745
966.587	77.8755
964.982	79.4181
963.376	80.9601
961.77	77.8316
960.164	84.0424
958.557	96.475
956.95	84.0108
955.343	74.6622
953.736	101.086
952.128	94.8476
950.52	83.9477
948.911	83.9319
947.302	93.2401
945.693	77.6855
944.084	83.8846
942.474	76.1032
940.864	88.5116
939.254	83.8373
937.643	82.2693
936.033	71.3901
934.421	74.48
932.81	96.1852
931.198	93.065
929.586	93.0475
927.974	77.525
926.361	82.161
924.748	77.4958
923.135	75.9316
921.521	91.4106
919.907	89.8444
918.293	74.34
916.679	94.4559
915.064	77.4083
913.449	85.1331
911.833	78.9268
910.217	92.8375
908.601	74.256
906.985	91.2558
905.368	92.7851
903.752	91.2215
902.134	60.2876
900.517	75.7317
898.899	86.5342
897.281	86.5179
895.662	84.9569
894.043	81.8521
892.424	72.5722
890.805	84.9089
889.185	80.2623
887.565	83.3336
885.945	72.5175
884.324	81.7596
882.703	89.4559
881.082	92.5231
879.461	80.1716
877.839	80.1565
876.217	87.8473
874.594	72.4218
872.972	78.5705
871.349	78.5557
869.725	69.3008
868.102	66.2083
866.478	81.5901
864.853	76.9573
863.229	78.4816
861.604	75.3897
859.979	69.2223
858.353	84.5891
856.727	70.7339
855.101	70.7206
853.475	66.0959
851.848	72.2307
850.221	66.0709
848.594	70.6672
846.966	73.7257
845.338	82.9258
843.71	81.3747
842.081	61.4033
840.452	75.2048
838.823	79.7941
837.194	76.7106
835.564	67.4926
833.934	70.5471
832.303	70.5338
830.672	79.7187
829.041	84.302
827.41	81.2211
825.778	73.5448
824.146	70.4671
822.514	81.175
820.882	75.0344
819.249	71.9582
817.616	78.0675
815.982	78.0527
814.348	68.857
812.714	62.7245
811.08	84.1267
809.445	73.4058
807.81	71.8629
806.174	85.6077
804.539	77.9494
802.903	61.1252
801.266	65.6972
799.63	73.3225
797.993	82.4722
796.356	76.3487
794.718	65.6474
793.08	65.635
791.442	77.8314
789.804	53.4036
788.165	71.6998
786.526	62.5348
784.886	71.6727
783.247	76.2331
781.607	68.5968
779.966	64.0115
778.326	59.428
776.685	71.6048
775.044	63.9751
773.402	88.3299
771.76	79.1773
770.118	71.5505
768.475	74.5811
766.833	66.9581
765.189	73.0313
763.546	63.8903
761.902	76.0454
760.258	72.9898
758.614	56.2523
756.969	63.8418
755.324	85.1063
753.679	66.8565
752.033	69.8822
750.387	68.3501
748.741	77.4487
747.094	71.3607
745.448	60.721
743.8	65.2627
742.153	63.7329
740.505	74.3409
738.857	68.2593
737.208	72.7961
735.56	69.7497
733.911	69.7364
732.261	83.3647
730.612	75.7717
728.962	80.3027
727.311	72.7132
725.661	72.6994
724.01	63.5999
722.358	69.6438
720.707	75.6854
719.055	81.7246
717.403	77.1697
715.75	72.6165
714.097	62.0148
712.444	65.0276
710.791	71.0631
709.137	80.1198
707.483	64.9905
705.829	69.5115
704.174	72.5199
702.519	67.9745
700.863	75.5129
699.208	78.5184
697.552	67.9357
695.896	83.0168
694.239	70.9281
692.582	69.4058
690.925	73.9182
689.267	61.8381
687.609	72.3821
685.951	81.4143
684.293	78.3841
682.634	79.8763
680.975	82.8747
679.315	84.3654
677.655	72.2994
675.995	93.369
674.335	88.8342
672.674	78.2797
671.013	84.2851
669.352	85.7739
667.69	90.2711
666.028	88.7496
664.366	79.7091
662.703	96.2341
661.04	88.6989
659.377	108.222
657.714	108.202
656.05	75.1256
654.386	84.1246
652.721	99.128
651.056	87.0959
649.391	76.5697
647.726	81.0583
646.06	93.0492
644.394	84.0284
642.727	105.016
641.061	100.496
639.393	104.975
637.726	104.955
636.058	94.4419
634.39	106.414
632.722	95.9043
631.053	91.3914
629.384	110.847
627.715	104.835
626.046	107.81
624.376	101.801
622.705	109.266
621.035	101.762
619.364	94.2618
617.693	107.707
616.021	89.7388
614.349	94.2078
612.677	103.16
611.005	95.6666
609.332	107.604
607.659	103.101
605.985	104.575
604.312	106.049
602.638	92.5885
600.963	91.0777
599.289	103.003
597.613	98.5055
595.938	110.424
594.262	95.4839
592.586	111.874
590.91	99.9215
589.234	104.376
587.557	96.9017
585.879	96.8832
584.202	87.9233
582.524	95.3562
580.846	90.869
579.167	90.8516
577.488	90.8342
575.809	75.9288
574.129	93.7765
572.449	99.7115
570.769	77.3732
569.089	71.4077
567.408	81.8057
565.727	72.8675
564.045	66.9063
562.364	78.7857
560.682	75.7981
558.999	84.6993
557.316	81.7118
555.633	74.2692
553.95	80.1954
552.266	81.6648
550.582	86.1028
548.898	90.539
547.213	90.5217
545.528	91.988
543.843	84.5534
542.157	103.818
540.471	106.763
538.785	99.3302
537.098	93.3821
535.411	90.4003
533.724	105.2
532.037	122.957
530.349	112.565
528.66	137.718
526.972	151.016
525.283	173.191
523.594	143.558
521.904	179.044
520.214	201.201
518.524	195.245
516.834	202.602
515.143	208.478
513.452	223.22
511.76	226.134
510.068	248.256
508.376	252.641
506.684	267.363
504.991	295.373
503.298	302.699
501.604	314.451
499.911	307.011
498.217	309.903
496.522	360.009
494.828	334.862
493.132	349.546
491.437	371.598
489.741	365.629
488.045	377.351
486.349	375.805
484.652	408.149
482.955	359.456
481.258	418.302
479.56	390.242
477.862	387.223
476.164	395.981
474.465	409.15
472.766	392.885
471.067	400.166
469.367	382.438
467.668	388.247
465.967	360.236
464.267	376.337
462.566	342.46
460.864	385.009
459.163	359.958
457.461	376.047
455.759	358.351
454.056	345.067
452.353	336.192
450.65	336.127
448.946	290.569
447.243	306.653
445.538	305.127
443.834	297.735
442.129	285.947
440.424	255.103
438.718	260.917
437.012	233.022
435.306	260.817
433.6	251.977
431.893	237.281
430.186	243.093
428.478	225.477
426.77	228.361
425.062	216.608
423.354	222.42
421.645	194.58
419.936	213.558
418.226	200.355
416.517	198.854
414.806	200.277
413.096	192.931
411.385	181.203
409.674	169.48
407.963	169.447
406.251	204.466
404.539	179.603
402.826	181.028
401.114	154.72
399.4	161.987
397.687	164.874
395.973	180.889
394.259	158.976
392.545	176.444
390.83	145.793
389.115	172.003
