399.1989,2.710738
401.1274,2.878464
403.0559,3.061378
404.9844,3.24185
406.9129,3.436165
408.8414,3.625562
410.7699,3.81568
412.6984,4.022137
414.6269,4.230651
416.5554,4.411273
418.4839,4.591675
420.4124,4.776859
422.3409,4.962344
424.2694,5.147983
426.1979,5.324517
428.1264,5.486503
430.0549,5.661701
431.9834,5.828287
433.9119,5.993342
435.8404,6.132188
437.7689,6.278127
439.6974,6.428842
441.6259,6.568224
443.5544,6.695577
445.4829,6.826741
447.4114,6.942674
449.3399,7.041866
451.2684,7.1285
453.1969,7.220221
455.1254,7.318089
457.0539,7.402852
458.9824,7.465743
460.9109,7.547691
462.8394,7.63641
464.7679,7.715082
466.6964,7.798097
468.6248,7.899626
470.5533,7.999131
472.4818,8.112412
474.4103,8.246758
476.3388,8.393459
478.2673,8.545122
480.1958,8.709244
482.1243,8.864537
484.0528,9.028296
485.9813,9.196861
487.9098,9.370501
489.8383,9.540501
491.7668,9.709274
493.6953,9.881324
495.6238,10.05697
497.5523,10.21754
499.4808,10.3667
501.4093,10.5084
503.3378,10.65297
505.2663,10.77829
507.1948,10.90173
509.1233,11.02019
511.0518,11.1323
512.9803,11.23888
514.9088,11.33677
516.8373,11.43183
518.7657,11.54296
520.6943,11.65081
522.6227,11.76043
524.5513,11.87308
526.4797,11.99541
528.4083,12.12027
530.3367,12.24838
532.2653,12.37906
534.1937,12.50391
536.1223,12.62322
538.0507,12.75178
539.9792,12.87863
541.9077,13.00316
543.8362,13.13188
545.7647,13.26845
547.6932,13.39621
549.6217,13.52677
551.5502,13.65559
553.4787,13.79368
555.4072,13.9329
557.3357,14.07804
559.2642,14.22197
561.1927,14.37645
563.1212,14.53393
565.0497,14.68898
566.9782,14.84797
568.9067,15.01763
570.8352,15.18087
572.7637,15.3478
574.6922,15.51656
576.6207,15.68416
578.5492,15.85676
580.4777,16.03245
582.4062,16.19977
584.3347,16.36851
586.2632,16.534
588.1917,16.70173
590.1202,16.87241
592.0486,17.0455
593.9772,17.22457
595.9056,17.41255
597.8342,17.59527
599.7626,17.78236
601.6912,17.96655
603.6196,18.1491
605.5482,18.33003
607.4766,18.49928
609.4052,18.66314
611.3336,18.82693
613.2621,18.98709
615.1906,19.14931
617.1191,19.29777
619.0476,19.43879
620.9761,19.58528
622.9046,19.73558
624.8331,19.87885
626.7616,20.01893
628.6901,20.16565
630.6186,20.31734
632.5471,20.46404
634.4756,20.60741
636.4041,20.74386
638.3326,20.8839
640.2611,21.01843
642.1896,21.14718
644.1181,21.27119
646.0466,21.38521
647.9751,21.50127
