Fcenter,dF,Q,nkids,min(Fres),max(Fres),KIDdistance,kidheight,linewidth,gapwidth,widelinewidth,widegapwidth,Rlineratio,R,ncurves,cd,ed,vpn
4.7,0,300000,5,4700,4700,2100,2250,27,18,27,18,3.88982,122.529,7,80,2,5
