Fcenter,dF,Q,nkids,min(Fres),max(Fres),KIDdistance,kidheight,linewidth,gapwidth,widelinewidth,widegapwidth,Rlineratio,R,ncurves,cd,ed,vpn
6.7,0,300000,5,6700,6700,1300,1000,3,2,3,2,14.7059,51.4706,7,80,2,5
