Lres,Lcoupler,F0[GHz],Q,KIDlengthwritten,KIDlengthcalculated,Hyblengthwrite,Larm,CouplerD,Xpos,Ypos,indices
5353.1636,221.13069,6.6,100000,5353.1636,5353.1636,1428.7863,371.90475,80,-3000,0,-2
5353.1636,221.13069,6.6,100000,5353.1636,5353.1636,1428.7863,371.90475,80,-1500,0,-1
5353.1636,221.13069,6.6,100000,5353.1636,5353.1636,1428.7863,371.90475,80,0,0,0
5353.1636,221.13069,6.6,100000,5353.1636,5353.1636,1428.7863,371.90475,80,1500,0,1
5353.1636,221.13069,6.6,100000,5353.1636,5353.1636,1428.7863,371.90475,80,3000,0,2
