Fcenter,dF,Q,nkids,min(Fres),max(Fres),KIDdistance,kidheight,linewidth,gapwidth,widelinewidth,widegapwidth,Rlineratio,R,ncurves,cd,ed,vpn
4.6,0,100000,5,4600,4600,2100,2250,27,18,27,18,3.88982,122.529,7,80,2,5
