Lres,Lcoupler,F0[GHz],Q,KIDlengthwritten,KIDlengthcalculated,Hyblengthwrite,Larm,CouplerD,Xpos,Ypos,indices
8216.4837,647.35898,4.3,3000,8216.4837,8216.4837,2113.1053,534.60477,80,-4200,0,-2
8029.7455,329.83416,4.4,10000,8029.7455,8029.7455,2153.9761,550.95309,80,-2100,0,-1
7851.3067,172.67813,4.5,30000,7851.3067,7851.3067,2147.3252,548.29275,80,0,0,0
7680.6261,168.299,4.6,30000,7680.6261,7680.6261,2095.356,527.50507,80,2100,0,1
7517.2085,164.10649,4.7,30000,7517.2085,7517.2085,2045.5982,507.60193,80,4200,0,2
