Fcenter,dF,Q,nkids,min(Fres),max(Fres),KIDdistance,kidheight,linewidth,gapwidth,widelinewidth,widegapwidth,Rlineratio,R,ncurves,cd,ed,vpn
6.7,0,200000,5,6700,6700,1500,1500,9,6,9,6,7.62465,80.0588,7,80,2,5
