Lres,Lcoupler,F0[GHz],Q,KIDlengthwritten,KIDlengthcalculated,Hyblengthwrite,Larm,CouplerD,Xpos,Ypos,indices
7680.6261,333.5581,4.6,100000,7680.6261,7680.6261,2046.6965,512.32858,80,-4200,0,-2
7680.6261,333.5581,4.6,100000,7680.6261,7680.6261,2046.6965,512.32858,80,-2100,0,-1
7680.6261,333.5581,4.6,100000,7680.6261,7680.6261,2046.6965,512.32858,80,0,0,0
7680.6261,333.5581,4.6,100000,7680.6261,7680.6261,2046.6965,512.32858,80,2100,0,1
7680.6261,333.5581,4.6,100000,7680.6261,7680.6261,2046.6965,512.32858,80,4200,0,2
