Fcenter,dF,Q,nkids,min(Fres),max(Fres),KIDdistance,kidheight,linewidth,gapwidth,widelinewidth,widegapwidth,Rlineratio,R,ncurves,cd,ed,vpn
5.2,0.01,20600,5,5180,5220,1000,700,3,2,3,2,9.05882,31.7059,7,80,40,5
