Fcenter,dF,Q,nkids,min(Fres),max(Fres),KIDdistance,kidheight,linewidth,gapwidth,widelinewidth,widegapwidth,Rlineratio,R,ncurves,cd,ed,vpn
5.5,0.1,20600,5,5300,5700,1500,1500,9,6,9,6,7.69748,80.8235,7,80,2,5
