R 50.00000
gap = 8.0
Line = 20.0
td = 2.0
Wcoup = 400.0
3.50000000,-46.6075,76.520,-4.57e-4,-13.99,-40.8375,73.066,-4.57e-4,-13.99,-46.6071,76.529,-40.8376,72.921,-40.8375,73.066,-40.8376,72.921,-7.27e-4,-20.29
4.00000000,-45.4672,74.592,-5.93e-4,-15.98,-39.6985,70.661,-5.93e-4,-15.98,-45.4667,74.603,-39.6986,70.496,-39.6985,70.661,-39.6986,70.496,-9.44e-4,-23.16
4.50000000,-44.4665,72.664,-7.46e-4,-17.98,-38.6988,68.263,-7.46e-4,-17.98,-44.4658,72.676,-38.6990,68.076,-38.6988,68.263,-38.6990,68.076,-1.19e-3,-26.02
5.00000000,-43.5763,70.735,-9.15e-4,-19.98,-37.8096,65.870,-9.15e-4,-19.98,-43.5754,70.749,-37.8098,65.663,-37.8096,65.870,-37.8098,65.663,-1.45e-3,-28.87
5.50000000,-42.7760,68.805,-1.10e-3,-21.98,-37.0102,63.484,-1.10e-3,-21.98,-42.7750,68.821,-37.0105,63.256,-37.0102,63.484,-37.0105,63.256,-1.75e-3,-31.70
6.00000000,-42.0506,66.875,-1.30e-3,-23.97,-36.2854,61.106,-1.30e-3,-23.97,-42.0494,66.893,-36.2857,60.857,-36.2854,61.106,-36.2857,60.857,-2.06e-3,-34.51
6.50000000,-41.3883,64.944,-1.51e-3,-25.97,-35.6234,58.736,-1.51e-3,-25.97,-41.3870,64.964,-35.6238,58.466,-35.6234,58.736,-35.6238,58.466,-2.40e-3,-37.31
7.00000000,-40.7804,63.012,-1.74e-3,-27.97,-35.0154,56.374,-1.74e-3,-27.97,-40.7788,63.035,-35.0158,56.084,-35.0154,56.374,-35.0158,56.084,-2.76e-3,-40.10
7.50000000,-40.2196,61.080,-1.98e-3,-29.97,-34.4539,54.021,-1.98e-3,-29.97,-40.2178,61.105,-34.4544,53.710,-34.4539,54.021,-34.4544,53.710,-3.14e-3,-42.86
8.00000000,-39.7002,59.146,-2.23e-3,-31.96,-33.9334,51.678,-2.23e-3,-31.96,-39.6982,59.174,-33.9339,51.346,-33.9334,51.678,-33.9339,51.346,-3.54e-3,-45.61
R 50.00000
gap = 8.0
Line = 20.0
td = 14.0
Wcoup = 400.0
3.00000000,-48.3483,78.412,-2.93e-4,-11.98,-42.8334,75.471,-2.93e-4,-11.98,-48.3480,78.419,-42.8334,75.349,-42.8334,75.471,-42.8334,75.349,-4.62e-4,-17.42
